uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description,pfam,Version_added,biosynthetic_pathway,biosynthetic_pathway_desc,Annotation_review_priority
P04004,VTNC_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00045;PF01033;,v4.0.0,False,,Normal
P04070,PROC_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P04083,ANXA1_HUMAN,False,True,True,,False,False,,False,False,,,,,PF00191;,v4.0.0,False,,Normal
P04085,PDGFA_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00341;PF04692;,v4.0.0,False,,Normal
P04090,REL2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00049;,v4.0.0,False,,Normal
P04114,APOB_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P04141,CSF2_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF01109;,v4.0.0,False,,Normal
P04216,THY1_HUMAN,True,False,False,,False,False,,False,False,,,,,PF00047;,v4.0.0,False,,Normal
P04233,HG2A_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_comment,Receptor_add,Chemokine_receptor_add,PF09307;PF08831;PF00086;,v4.0.0,False,,Normal
P04275,VWF_HUMAN,False,False,True,,False,False,,False,False,,,,,PF08742;PF01826;PF00092;PF16164;PF00093;PF00094;,v4.0.0,False,,Normal
P04626,ERBB2_HUMAN,True,False,False,,False,True,https://www.ncbi.nlm.nih.gov/pubmed/22505611,False,False,,,,,,v4.0.0,False,,Normal
P04628,WNT1_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P04629,NTRK1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF13855;PF07714;PF16920;PF18613;,v4.0.0,False,,Normal
P05000,IFNW1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
P05013,IFNA6_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
P05014,IFNA4_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
P05015,IFN16_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
P05019,IGF1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00049;,v4.0.0,False,,Normal
P05067,A4_HUMAN,True,False,False,,False,False,,False,False,,To_add,,ligandIUPHAR,PF10515;PF12924;PF12925;PF02177;PF03494;PF00014;,v4.0.0,False,,Normal
P05106,ITB3_HUMAN,True,False,False,,False,True,,False,False,,,,Migration,PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;,v4.0.0,False,,Normal
P05107,ITB2_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF08725;PF07965;PF00362;PF17205;,v4.0.0,False,,Normal
P05111,INHA_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
P05112,IL4_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00727;,v4.0.0,False,,Normal
P05113,IL5_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF02025;,v4.0.0,False,,Normal
P05230,FGF1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P05231,IL6_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00489;,v4.0.0,False,,Normal
P05362,ICAM1_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,,Iglike | ligandIUPHAR,PF03921;,v4.0.0,False,,Normal
P05556,ITB1_HUMAN,True,False,False,,False,True,,False,False,,,,Migration,PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;,v4.0.0,False,,Normal
P05997,CO5A2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;PF00093;,v4.0.0,False,,Normal
P06213,INSR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00757;PF17870;PF07714;PF01030;,v4.0.0,False,,Normal
P06239,LCK_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF07714;PF00017;PF00018;,v4.0.0,False,,Normal
P06307,CCKN_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00918;,v4.0.0,False,,Normal
P06729,CD2_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Receptor_add,Iglike | Receptor_add,PF05790;PF07686;,v4.0.0,False,,Normal
P06731,CEAM5_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Adhesion_add,,PF13895;PF07686;,v4.0.0,False,,Normal
P06734,FCER2_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00059;,v4.0.0,False,,Normal
P06756,ITAV_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Adhesion_add,Migration | Adhesion_add (uniprot),PF01839;PF00357;PF08441;,v4.0.0,False,,Normal
P06850,CRF_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00473;,v4.0.0,False,,Normal
P07204,TRBM_HUMAN,True,False,False,,False,True,,False,False,,To_add,,endothelial cell receptor (uniprot),,v4.0.0,False,,Normal
P07237,PDIA1_HUMAN,False,True,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P07333,CSF1R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00047;PF07714;,v4.0.0,False,,Normal
P07359,GP1BA_HUMAN,True,False,False,,False,False,,False,False,,To_add,,a surface membrane protein of platelets (uniprot),PF13855;PF01462;,v4.0.0,False,,Normal
P07492,GRP_HUMAN,False,False,True,,False,False,,False,False,,,,,PF02044;,v4.0.0,False,,Normal
P07550,ADRB2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P07602,SAP_HUMAN,False,False,True,,False,False,,False,False,,,,,PF02199;PF05184;PF03489;,v4.0.0,False,,Normal
P07949,RET_HUMAN,True,False,False,,False,False,,False,False,,,,,PF00028;PF07714;PF17756;PF17812;PF17813;,v4.0.0,False,,Normal
P07996,TSP1_HUMAN,False,True,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions (uniprot),PF00090;PF02412;PF05735;PF00093;,v4.0.0,False,,Normal
P08069,IGF1R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00757;PF07714;PF01030;,v4.0.0,False,,Normal
P08123,CO1A2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;,v4.0.0,False,,Normal
P08138,TNR16_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF00531;PF18422;PF00020;,v4.0.0,False,,Normal
P08172,ACM2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P08173,ACM4_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P08174,DAF_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00084;,v4.0.0,False,,Normal
P08253,MMP2_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00040;PF00045;PF00413;PF01471;,v4.0.0,False,,Normal
P08476,INHBA_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P08514,ITA2B_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;,v4.0.0,False,,Normal
P08572,CO4A2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01413;PF01391;,v4.0.0,False,,Normal
P08575,PTPRC_HUMAN,True,False,False,,False,False,,False,False,False,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: Protein tyrosine-protein phosphatase required for T-cell activation,PF12567;PF00041;PF12453;PF00102;,v4.0.0,False,,Normal
P08581,MET_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,transmembrane_add | receptor_add | extracellular_add,,PF07714;PF01437;PF01403;PF01833;,v4.0.0,False,,Normal
P08588,ADRB1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P08620,FGF4_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P08648,ITA5_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF08441;,v4.0.0,False,,Normal
P08700,IL3_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF02059;,v4.0.0,False,,Normal
P08887,IL6RA_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF00047;PF09240;,v4.0.0,False,,Normal
P08908,5HT1A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P08912,ACM5_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P08913,ADA2A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P08949,NMB_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P09038,FGF2_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P09172,DOPO_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P09326,CD48_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF13895;PF07686;,v4.0.0,False,,Normal
P09341,GROA_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P09529,INHBB_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P09544,WNT2_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P09603,CSF1_HUMAN,True,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF05337;,v4.0.0,False,,Normal
P09619,PGFRB_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Migration,PF07679;PF00047;PF07714;,v4.0.0,False,,Normal
P09681,GIP_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00123;,v4.0.0,False,,Normal
P09683,SECR_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00123;,v4.0.0,False,,Normal
P09917,LOX5_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,PF00305;PF01477;,v4.0.0,False,,Normal
P09919,CSF3_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF16647;,v4.0.0,False,,Normal
P0C0L4,CO4A_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P0C0P6,NPS_HUMAN,False,False,True,,False,False,,False,False,,,,,PF14993;,v4.0.0,False,,Normal
P0CG37,CFC1_HUMAN,True,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P0DJI8,SAA1_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00277;,v4.0.0,False,,Normal
P0DMC3,ELA_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,,v4.0.0,False,,Normal
P0DMS8,AA3R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P10092,CALCB_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00214;,v4.0.0,False,,Normal
P10145,IL8_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P10147,CCL3_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P10451,OSTP_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00865;,v4.0.0,False,,Normal
P10600,TGFB3_HUMAN,True,False,True,Growthfactor | Cytokine,True,False,,False,False,,To_add | To_comment,extracellular_add,TGFbeta_family | ligandIUPHAR,PF00019;PF00688;,v4.0.0,False,,Normal
P10721,KIT_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00047;PF07714;,v4.0.0,False,,Normal
P10747,CD28_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,Iglike,PF15910;,v4.0.0,False,,Normal
P10767,FGF6_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P10909,CLUS_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P10912,GHR_HUMAN,True,False,True,,False,True,Hormone_receptor_add,False,False,,,,,PF09067;PF00041;PF12772;,v4.0.0,False,,Normal
P10966,CD8B_HUMAN,True,False,True,,False,True,,False,False,,To_comment,Receptor_add,,PF07686;,v4.0.0,False,,Normal
P10997,IAPP_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00214;,v4.0.0,False,,Normal
P11047,LAMC1_HUMAN,False,False,True,,False,False,,False,False,,,,laminin,PF00052;PF00053;PF00055;,v4.0.0,False,,Normal
P11215,ITAM_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;PF00092;,v4.0.0,False,,Normal
P11229,ACM1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P11274,BCR_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P11362,FGFR1_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Migration,PF18123;PF07679;PF00047;PF07714;,v4.0.0,False,,Normal
P11487,FGF3_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P11717,MPRI_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,transmembrane_add | receptor_add | extracellular_add,,PF00878;PF00040;,v4.0.0,False,,Normal
P12034,FGF5_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P12107,COBA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;PF02210;,v4.0.0,False,,Normal
P12109,CO6A1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00092;,v4.0.0,False,,Normal
P12110,CO6A2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00092;,v4.0.0,False,,Normal
P12111,CO6A3_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00014;PF00092;,v4.0.0,False,,Normal
P12272,PTHR_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF01279;,v4.0.0,False,,Normal
P12643,BMP2_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P12644,BMP4_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P12830,CADH1_HUMAN,True,False,False,,False,False,,False,False,,,,Cadherin,PF00028;PF01049;PF08758;,v4.0.0,False,,Normal
P12872,MOTI_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF04643;PF04644;,v4.0.0,False,,Normal
P13224,GP1BB_HUMAN,True,False,False,,False,False,,False,False,,To_add,,surface membrane protein of platelets (uniprot),PF01463;,v4.0.0,False,,Normal
P13232,IL7_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,,v4.0.0,False,,Normal
P13236,CCL4_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P13385,TDGF1_HUMAN,True,False,False,,False,False,,False,False,,,,,PF09443;,v4.0.0,False,,Normal
P13500,CCL2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P13501,CCL5_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P13591,NCAM1_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00041;PF07679;,v4.0.0,False,,Normal
P13598,ICAM2_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,Iglike | ligandIUPHAR,PF03921;,v4.0.0,False,,Normal
P13612,ITA4_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF08441;,v4.0.0,False,,Normal
P13688,CEAM1_HUMAN,True,False,True,,False,False,,False,False,,To_comment,Extracellular_add,Migration,PF00047;PF13895;PF07686;,v4.0.0,False,,Normal
P13725,ONCM_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF01291;,v4.0.0,False,,Normal
P13747,HLAE_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,Iglike,PF07654;PF00129;PF06623;,v4.0.0,False,,Normal
P13942,COBA2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;PF02210;,v4.0.0,False,,Normal
P13945,ADRB3_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P14151,LYAM1_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Cell surface adhesion protein (uniprot),PF00059;PF00084;,v4.0.0,False,,Normal
P14209,CD99_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Involved in T-cell adhesion (uniprot),PF12301;,v4.0.0,False,,Normal
P14210,HGF_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,To_add | To_comment,secreted_add | secreted_high | extracellular_add,"Uniprot: Potent mitogen for mature parenchymal hepatocyte cells, seems to be a hepatotrophic factor, and acts as a growth factor for a broad spectrum of tissues and cell types.",PF00051;PF00024;PF00089;,v4.0.0,False,,Normal
P14416,DRD2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P14555,PA2GA_HUMAN,False,True,True,,False,False,,False,False,,,,,PF00068;,v4.0.0,False,,Normal
P14778,IL1R1_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF13895;PF18452;PF01582;,v4.0.0,False,,Normal
P14784,IL2RB_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF18707;,v4.0.0,False,,Normal
P15018,LIF_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF01291;,v4.0.0,False,,Normal
P15151,PVR_HUMAN,True,False,True,,False,True,,False,False,,,,,PF08205;PF07686;,v4.0.0,False,,Normal
P15248,IL9_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,,v4.0.0,False,,Normal
P15260,INGR1_HUMAN,True,False,False,,False,True,Interferon_receptor_add,False,False,,,,,PF07140;PF01108;,v4.0.0,False,,Normal
P15311,EZRI_HUMAN,False,True,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P15509,CSF2R_HUMAN,True,False,True,,False,True,Cytokine_receptor_add,False,False,,,,,PF18611;PF09240;,v4.0.0,False,,Normal
P15514,AREG_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,To_add | To_comment,secreted_add | secreted_high | extracellular_add,"Uniprot: Ligand of the EGF receptor/EGFR. Autocrine growth factor as well as a mitogen for a broad range of target cells including astrocytes, Schwann cells and fibroblasts.",,v4.0.0,False,,Normal
P15529,MCP_HUMAN,True,False,False,,False,True,,False,False,,To_add,,costimulatory factor (uniprot),PF00084;,v4.0.0,False,,Normal
P15692,VEGFA_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00341;PF14554;,v4.0.0,False,,Normal
P15813,CD1D_HUMAN,True,False,False,,False,False,,False,False,,,,,PF07654;PF16497;,v4.0.0,False,,Normal
P16066,ANPRA_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Receptor (uniprot),PF01094;PF00211;PF07714;,v4.0.0,False,,Normal
P16070,CD44_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,,,,PF00193;,v4.0.0,False,,Normal
P16109,LYAM3_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Ca2+-dependent receptor (uniprot),PF00059;PF00084;,v4.0.0,False,,Normal
P16144,ITB4_HUMAN,True,False,False,,False,True,,False,False,,,,Integrin,PF03160;PF07974;PF00041;PF18372;PF07965;PF00362;PF17205;,v4.0.0,False,,Normal
P16150,LEUK_HUMAN,True,False,False,,False,False,,False,False,False,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: cell surface sialoprotein,,v4.0.0,False,,Normal
P16234,PGFRA_HUMAN,True,False,False,,False,True,growth factor receptor,False,False,,,,,PF07679;PF07714;,v4.0.0,False,,Normal
P16284,PECA1_HUMAN,True,False,False,,False,True,Inflammation,False,False,,,,,PF13895;PF17736;,v4.0.0,False,,Normal
P16410,CTLA4_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF07686;,v4.0.0,False,,Normal
P16444,DPEP1_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P16471,PRLR_HUMAN,True,False,True,,False,True,Hormone_receptor_add,False,False,,To_add,,cytokine_receptor,PF09067;,v4.0.0,False,,Normal
P16473,TSHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF13306;,v4.0.0,False,,Normal
P16581,LYAM2_HUMAN,True,False,False,,False,False,,False,False,,,,,PF00008;PF00059;PF00084;,v4.0.0,False,,Normal
P16619,CCL3L1,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P16671,CD36_HUMAN,True,False,False,,False,True,,False,False,,,,,PF01130;,v4.0.0,False,,Normal
P16871,IL7RA_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF00041;PF18447;,v4.0.0,False,,Normal
P17181,INAR1_HUMAN,True,False,False,,False,True,Interferon_receptor_add,False,False,,,,,PF09294;PF01108;,v4.0.0,False,,Normal
P17301,ITA2_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF08441;PF00092;,v4.0.0,False,,Normal
P17693,HLAG_HUMAN,True,False,False,,False,True,,False,True,,To_add | To_comment,Extracellular_add | Receptor_add,Iglike,PF07654;PF00129;,v4.0.0,False,,Normal
P17787,ACHB2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P17931,LEG3_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P17936,IBP3_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P17948,VGFR1_HUMAN,True,False,True,,False,True,,False,False,,,,Migration,PF07679;PF00047;PF07714;PF17988;,v4.0.0,False,,Normal
P18075,BMP7_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P18084,ITB5_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF18372;PF08725;PF07965;PF00362;PF17205;,v4.0.0,False,,Normal
P18089,ADA2B_HUMAN,True,False,False,,False,True,,False,False,,To_remove,,no ensembl,,v4.0.0,False,,Normal
P18509,PACA_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00123;,v4.0.0,False,,Normal
P18510,IL1RA_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
P18564,ITB6_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;,v4.0.0,False,,Normal
P18627,LAG3_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,,Iglike | Possible_receptor,,v4.0.0,False,,Normal
P18825,ADA2C_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P19022,CADH2_HUMAN,True,False,False,,False,False,,False,False,,,,Migration,,v4.0.0,False,,Normal
P19235,EPOR_HUMAN,True,False,True,,False,True,Cytokine_receptor_add,False,False,,,,,PF09067;PF00041;,v4.0.0,False,,Normal
P19256,LFA3_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,,v4.0.0,False,,Normal
P19320,VCAM1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,,Iglike | ligandIUPHAR,PF05790;PF07679;PF00047;,v4.0.0,False,,Normal
P19438,TNR1A_HUMAN,True,False,True,,False,True,TNF_receptor_add,False,False,,,,,PF00531;PF00020;,v4.0.0,False,,Normal
P19440,GGT1_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P19835,CEL_HUMAN,False,False,True,,False,False,,False,True,,To_remove,,no ensembl,,v4.0.0,False,,Normal
P19875,CXCL2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P19876,CXCL3_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P20023,CR2_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Receptor for complement C3Dd (uniprot),PF00084;,v4.0.0,False,,Normal
P20273,CD22_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Receptor_add,,PF08205;PF13895;,v4.0.0,False,,Normal
P20292,AL5AP_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,PF01124;,v4.0.0,False,,Normal
P20309,ACM3_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P20333,TNR1B_HUMAN,True,False,True,,False,True,TNF_receptor_add,False,False,,,,,PF00020;,v4.0.0,False,,Normal
P20366,TKN1_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P20382,MCH_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF05824;,v4.0.0,False,,Normal
P20396,TRH_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF05438;,v4.0.0,False,,Normal
P20701,ITAL_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,Integrin,PF01839;PF00357;PF08441;PF00092;,v4.0.0,False,,Normal
P20702,ITAX_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;PF00092;,v4.0.0,False,,Normal
P20783,NTF3_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00243;,v4.0.0,False,,Normal
P20809,IL11_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF07400;,v4.0.0,False,,Normal
P20827,EFNA1_HUMAN,True,False,True,,False,False,,False,False,,To_comment,extracellular_add,ligandIUPHAR,PF00812;,v4.0.0,False,,Normal
P20849,CO9A1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;,v4.0.0,False,,Normal
P20908,CO5A1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;,v4.0.0,False,,Normal
P21246,PTN_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF01091;PF05196;,v4.0.0,False,,Normal
P21452,NK2R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P21462,FPR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P21554,CNR1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P21583,SCF_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,PF02404;,v4.0.0,False,,Normal
P21709,EPHA1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF14575;PF01404;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P21728,DRD1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
