id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
,O43921,P54764,EFNA2_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA2,,Ephrin signaling
,O43921,P54756,EFNA2_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA2,,Ephrin signaling
,O43921,Q15375,EFNA2_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA2,,Ephrin signaling
,O43921,P29322,EFNA2_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA2,,Ephrin signaling
,P52797,P54764,EFNA3_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52797,P54756,EFNA3_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52797,Q15375,EFNA3_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52797,P21709,EFNA3_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52797,P29317,EFNA3_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52797,P29320,EFNA3_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52797,P29322,EFNA3_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA3,,Ephrin signaling
,P52798,P54764,EFNA4_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52798,P54756,EFNA4_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52798,Q15375,EFNA4_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52798,P21709,EFNA4_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52798,P29317,EFNA4_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52798,P29320,EFNA4_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52798,P29322,EFNA4_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA4,,Ephrin signaling
,P52803,P54764,EFNA5_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,P54756,EFNA5_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,Q15375,EFNA5_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,P21709,EFNA5_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,P29317,EFNA5_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,P29320,EFNA5_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,P29322,EFNA5_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P52803,P29323,EFNA5_HUMAN,EPHB2_HUMAN,curated,PMID:15107857;PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNA5,,Ephrin signaling
,P98172,P54764,EFNB1_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB1,,Ephrin signaling
,P98172,P54762,EFNB1_HUMAN,EPHB1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB1,,Ephrin signaling
,P98172,P29323,EFNB1_HUMAN,EPHB2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB1,,Ephrin signaling
,P98172,P54753,EFNB1_HUMAN,EPHB3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB1,,Ephrin signaling
,P98172,P54760,EFNB1_HUMAN,EPHB4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB1,,Ephrin signaling
,P98172,O15197,EFNB1_HUMAN,EPHB6_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB1,,Ephrin signaling
,P52799,P54764,EFNB2_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB2,,Ephrin signaling
,P52799,P54762,EFNB2_HUMAN,EPHB1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB2,,Ephrin signaling
,P52799,P54753,EFNB2_HUMAN,EPHB3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB2,,Ephrin signaling
,P52799,P54760,EFNB2_HUMAN,EPHB4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB2,,Ephrin signaling
,P52799,P29323,EFNB2_HUMAN,EPHB2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB2,,Ephrin signaling
,P52799,O15197,EFNB2_HUMAN,EPHB6_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB2,,Ephrin signaling
,Q15768,P54764,EFNB3_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB3,,Ephrin signaling
,Q15768,P54762,EFNB3_HUMAN,EPHB1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB3,,Ephrin signaling
,Q15768,P29323,EFNB3_HUMAN,EPHB2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB3,,Ephrin signaling
,Q15768,P54753,EFNB3_HUMAN,EPHB3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB3,,Ephrin signaling
,Q15768,P54760,EFNB3_HUMAN,EPHB4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB3,,Ephrin signaling
,Q15768,O15197,EFNB3_HUMAN,EPHB6_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,ligand-receptor,Ephrin,EFNB3,,Ephrin signaling
,P01133,P00533,EGF_HUMAN,EGFR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Epidermal growth factor,,,ESR-mediated signaling|Signaling by EGFR|Signaling by Receptor Tyrosine Kinases|Signaling by PTK6|Signaling by ERBB4|EGFR downregulation|Signaling by ERBB2|RAF/MAP kinase cascade|Signaling by NOTCH
,P0DMC3,P35414,ELA_HUMAN,APJ_HUMAN,curated,uniprot,True,LGarciaAlonso,R-HSA-374316,,,,,ligand-receptor,Apelin,,,
,Q6UW88,P00533,EPGN_HUMAN,EGFR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Epidermal growth factor,,,ESR-mediated signaling|Signaling by EGFR|Signaling by Receptor Tyrosine Kinases|EGFR downregulation|RAF/MAP kinase cascade
,Epinephrine_byPNMT,P35348,,ADA1A_HUMAN,curated,reactome,False,LGarciaAlonso,,R-HSA-390641,,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P35368,,ADA1B_HUMAN,curated,reactome,False,LGarciaAlonso,,R-HSA-390641,,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P25100,,ADA1D_HUMAN,curated,reactome,False,LGarciaAlonso,,R-HSA-390641,,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P08913,,ADA2A_HUMAN,curated,reactome,False,LGarciaAlonso,R-HSA-390700,R-HSA-390663,R-HSA-390696,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P18089,,ADA2B_HUMAN,curated,reactome,False,LGarciaAlonso,R-HSA-390700,R-HSA-390663,R-HSA-390696,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P18825,,ADA2C_HUMAN,curated,reactome,False,LGarciaAlonso,R-HSA-390700,R-HSA-390663,R-HSA-390696,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P08588,,ADRB1_HUMAN,curated,HMRbase;reactome,False,LGarciaAlonso,R-HSA-390643,R-HSA-390674,R-HSA-390696,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P07550,,ADRB2_HUMAN,curated,reactome,False,LGarciaAlonso,R-HSA-8852028,R-HSA-9611851,R-HSA-390696,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,Epinephrine_byPNMT,P13945,,ADRB3_HUMAN,curated,reactome,False,LGarciaAlonso,R-HSA-9611853,R-HSA-9611852,R-HSA-390696,,,ligand-receptor,Epinephrine,,,Transmission across Chemical Synapses
,P01588,P19235,EPO_HUMAN,EPOR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Erythropoietin ,,,Signaling by Erythropoietin
,O14944,P00533,EREG_HUMAN,EGFR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Epidermal growth factor,,,ESR-mediated signaling|Signaling by EGFR|Signaling by Receptor Tyrosine Kinases|Signaling by PTK6|Signaling by ERBB4|EGFR downregulation|Signaling by ERBB2|RAF/MAP kinase cascade
,O14944,Q15303,EREG_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Proepiregulin precursor,,,
,Q96AP7,Q96AP7,ESAM_HUMAN,ESAM_HUMAN,curated,PMID:11279107,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule endothelial,,
,Estradiol_byCYP19A1,P03372,,ESR1_HUMAN,curated,HMRbase;reactome,False,LGarciaAlonso,R-HSA-9008284,,,,,ligand-receptor,Estradiol,Estradiol CYP19A1,,
,Estradiol_byCYP19A1,Q92731,,ESR2_HUMAN,curated,HMRbase,False,LGarciaAlonso,,,,,,ligand-receptor,Estradiol,Estradiol CYP19A1,,
,Estradiol_byCYP19A1,Q99527,,GPER1_HUMAN,curated,reactome;uniprot,False,LGarciaAlonso,,R-HSA-374207,,,,ligand-receptor,Estradiol,Estradiol CYP19A1,,
,Estradiol_byCYP19A1,O75469,,NR1I2_HUMAN,curated,HMRbase,False,LGarciaAlonso,,,,,,ligand-receptor,Estradiol,Estradiol CYP19A1,,
,Estradiol_byHSD17B1,P03372,,ESR1_HUMAN,curated,HMRbase;reactome,False,LGarciaAlonso,R-HSA-9008284,,,,,ligand-receptor,Estradiol,Estradiol HSD17B1,,
,Estradiol_byHSD17B1,Q92731,,ESR2_HUMAN,curated,HMRbase,False,LGarciaAlonso,,,,,,ligand-receptor,Estradiol,Estradiol HSD17B1,,
,Estradiol_byHSD17B1,Q99527,,GPER1_HUMAN,curated,reactome;uniprot,False,LGarciaAlonso,,R-HSA-374207,,,,ligand-receptor,Estradiol,Estradiol HSD17B1,,
,Estradiol_byHSD17B1,O75469,,NR1I2_HUMAN,curated,HMRbase,False,LGarciaAlonso,,,,,,ligand-receptor,Estradiol,Estradiol HSD17B1,,
,P00742,integrin_aMb2_complex,FA10_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-integrin,,,Coagulation factor,
,P35555,integrin_a5b1_complex,FBN1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,,,Fibrilin,Integrin cell surface interactions|Extracellular matrix organization
,P06734,P20023,FCER2_HUMAN,CR2_HUMAN,curated,PMID:16785534;PMC2212946,True,RVentoTormo,,,,,,receptor-receptor,B-cell antigen Fc epsilon receptor,,,
,P06734,integrin_aMb2_complex,FCER2_HUMAN,,curated,PMID:7621072;PMID:8745401,True,RVentoTormo,,,,,,adhesion-adhesion,B-cell antigen Fc epsilon receptor,,,Signaling by Interleukins
,P06734,integrin_aVb3_complex,FCER2_HUMAN,,curated,PMID:10037797,True,RVentoTormo,,,,,,adhesion-adhesion,B-cell antigen Fc epsilon receptor,,,
,P06734,integrin_aXb2_complex,FCER2_HUMAN,,curated,PMID:7621072,True,RVentoTormo,,,,,,adhesion-adhesion,B-cell antigen Fc epsilon receptor,,,Signaling by Interleukins
,P05230,P11362,FGF1_HUMAN,FGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF1,,
,P05230,P21802,FGF1_HUMAN,FGFR2_HUMAN,curated,uniprot;reactome;PMID:27458533,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF1,,
,P05230,P22607,FGF1_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF1,,
,P05230,P22455,FGF1_HUMAN,FGFR4_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,,R-HSA-190265,R-HSA-190322,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF1,,Signaling by FGFR|Signaling by Receptor Tyrosine Kinases|Signaling by Insulin receptor|RAF/MAP kinase cascade|IGF1R signaling cascade
,P05230,integrin_aVb3_complex,FGF1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-integrin,Fibroblast growth factor,Fibroblast growth factor/integrin,,Signaling by Receptor Tyrosine Kinases|RAF/MAP kinase cascade
,O15520,P21802,FGF10_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF10,,
,O60258,P22607,FGF17_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF17,,
,O95750,BetaKlotho_FGFR4,FGF19_HUMAN,,curated,uniprot;reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-1307953,R-HSA-1307955,R-HSA-190322,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF19,,Signaling by FGFR|Signaling by Receptor Tyrosine Kinases|Signaling by Insulin receptor|RAF/MAP kinase cascade|IGF1R signaling cascade
,P09038,P11362,FGF2_HUMAN,FGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF2,,
,P09038,P21802,FGF2_HUMAN,FGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF2,,
,P09038,P22607,FGF2_HUMAN,FGFR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF2,,
,P09038,P22455,FGF2_HUMAN,FGFR4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF2,,Signaling by FGFR|Signaling by Receptor Tyrosine Kinases|Signaling by Insulin receptor|RAF/MAP kinase cascade|IGF1R signaling cascade
,P09038,integrin_aVb3_complex,FGF2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-integrin,Fibroblast growth factor,Fibroblast growth factor/integrin,,RAF/MAP kinase cascade|Signaling by Receptor Tyrosine Kinases|Extracellular matrix organization
,Q9NP95,P22607,FGF20_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF20,,
,Q9NSA1,BetaKlotho_FGFR4,FGF21_HUMAN,,curated,uniprot;PMID:25772309,True,LGarciaAlonso,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF21,,
,Q9HCT0,P21802,FGF22_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF22,,
,Q9GZV9,Klotho_FGFR1,FGF23_HUMAN,,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-500333,R-HSA-190268,R-HSA-5654736,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF23,,
,P11487,P21802,FGF3_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF3,,
,P08620,P11362,FGF4_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,,R-HSA-190256,R-HSA-5654736,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF4,,
,P12034,P11362,FGF5_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,,R-HSA-190256,R-HSA-5654736,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF5,,
,P10767,P11362,FGF6_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,,R-HSA-190256,R-HSA-5654736,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF6,,
,P21781,P21802,FGF7_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF7,,
,P55075,P22607,FGF8_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF8,,
,P31371,P22607,FGF9_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGF9,,
,Q08830,P18627,FGL1_HUMAN,LAG3_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Fibroblast growth factor,Fibroblast growth factor FGL1,,
,fibrinogen,integrin_a2Bb3_complex,,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule integrin/fibrinogen,,RAF/MAP kinase cascade|Integrin cell surface interactions|Integrin signaling|Extracellular matrix organization
,fibrinogen,integrin_aMb2_complex,,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule integrin/fibrinogen,,Integrin cell surface interactions|Extracellular matrix organization
,fibrinogen,integrin_aXb2_complex,,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule integrin/fibrinogen,,Integrin cell surface interactions|Extracellular matrix organization
,P02751,integrin_a10b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_a11b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_a2b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_a2Bb3_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Receptor Tyrosine Kinases|Integrin signaling|Extracellular matrix organization|Integrin cell surface interactions|RAF/MAP kinase cascade
,P02751,integrin_a3b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_a4b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_a4b7_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Integrin cell surface interactions|Extracellular matrix organization
,P02751,integrin_a5b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_a8b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_aVb1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Interleukins|Signaling by Receptor Tyrosine Kinases|Signaling by GPCR|Extracellular matrix organization|Integrin cell surface interactions|Signaling by MET
,P02751,integrin_aVb3_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Signaling by Receptor Tyrosine Kinases|Integrin signaling|Extracellular matrix organization|Integrin cell surface interactions|RAF/MAP kinase cascade
,P02751,integrin_aVb5_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule fibronectin,,Integrin cell surface interactions|Signaling by Receptor Tyrosine Kinases|Extracellular matrix organization
,P49771,P36888,FLT3L_HUMAN,FLT3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,,,Fms Related Receptor Tyrosine Kinase,Signaling by Receptor Tyrosine Kinases|Signaling by Insulin receptor|RAF/MAP kinase cascade|IGF1R signaling cascade
,Follitropin,P23945,,FSHR_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-391365,R-HSA-391378,R-HSA-375281,,,ligand-receptor,Follitropin,,,Signaling by GPCR
,P02794,Q6ZMJ2,FRIH_HUMAN,SCAR5_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,,,Scavenger receptor class A,
,P02792,Q6ZMJ2,FRIL_HUMAN,SCAR5_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,,,Scavenger receptor class A,
,P22466,GALR1,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Galanin,Galanin GALA,Galanin,Signaling by GPCR
,P22466,GALR2,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Galanin,Galanin GALA,Galanin,Signaling by GPCR
,P22466,GALR3,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Galanin,Galanin GALA,Galanin,Signaling by GPCR
,Q9UBC7,GALR1,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Galanin,Galanin GALP,Galanin,
,Q9UBC7,GALR2,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Galanin,Galanin GALP,Galanin,
,Q9UBC7,GALR3,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Galanin,Galanin GALP,Galanin,
,Q14393,Q12866,GAS6_HUMAN,MERTK_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Growth arrest-specific protein,,,
,Q14393,Q06418,GAS6_HUMAN,TYRO3_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,ligand-receptor,Growth arrest-specific protein,,,
,Q14393,P30530,GAS6_HUMAN,UFO_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Growth arrest-specific protein,,,
,P01350,P32239,GAST_HUMAN,GASR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-870269,,,,ligand-receptor,Gastrin,,,Signaling by GPCR
,P27539,ACVR_1B2B_receptor,GDF1_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF1,,Signaling by NODAL
,P55107,ACVR_1B2B_receptor,GDF10_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF10,,Signaling by NODAL
,O95390,ACVR_1B2A_receptor,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF11,,Signaling by NODAL
